,series_description,country,year,value,source,nature,age,location,sex
1233,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Switzerland,2016,208,Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",ALLAREA,1
1234,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Switzerland,2016,128,Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module,C,15+,ALLAREA,0
1235,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Switzerland,2016,127,Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",ALLAREA,0
1236,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Switzerland,2016,146,Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module,C,65+,ALLAREA,0
1237,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Switzerland,2016,198,Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module,C,65+,ALLAREA,1
1238,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Switzerland,2016,209,Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module,C,"[55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",URBAN,1
1239,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Switzerland,2016,124,Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module,C,"[55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",URBAN,0
1240,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Switzerland,2016,191,Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module,C,65+,URBAN,1
1241,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Switzerland,2016,193,Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module,C,15+,URBAN,1
1242,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Switzerland,2016,126,Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",URBAN,0
1243,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Switzerland,2016,130,Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module,C,"[45, 46, 47, 48, 49, 50, 51, 52, 53, 54]",URBAN,0
1244,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Switzerland,2016,96,Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module,C,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",RURAL,0
1245,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Switzerland,2016,134,Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module,C,15+,RURAL,0
1246,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Switzerland,2016,135,Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",RURAL,0
1247,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Switzerland,2016,206,Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module,C,15+,RURAL,1
1248,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Switzerland,2016,219,Federal Statistical Office FSO based on Swiss Labour Force Survey - Unpaid Work Module,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",RURAL,1
1249,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Thailand,2015,38,Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,CA,6+,ALLAREA,0
1250,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Thailand,2015,130,Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,CA,6+,ALLAREA,1
1251,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Tunisia,2006,34,Calculated by UNSD based on available country data from the Time Budget of Women and Men in Tunisia to apply ICATUS.,CA,15+,ALLAREA,0
1252,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Tunisia,2006,292,Calculated by UNSD based on available country data from the Time Budget of Women and Men in Tunisia to apply ICATUS.,CA,15+,ALLAREA,1
1253,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Turkey,2015,62,Turkish Statistical Institute (TurkStat) based on Turkey - Time Use Survey 2014-15,C,"[55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",ALLAREA,0
1254,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Turkey,2015,66,Turkish Statistical Institute (TurkStat) based on Turkey - Time Use Survey 2014-15,C,65+,ALLAREA,0
1255,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Turkey,2015,42,Turkish Statistical Institute (TurkStat) based on Turkey - Time Use Survey 2014-15,C,15+,ALLAREA,0
1256,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Turkey,2015,235,Turkish Statistical Institute (TurkStat) based on Turkey - Time Use Survey 2014-15,C,15+,ALLAREA,1
1257,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Turkey,2015,261,Turkish Statistical Institute (TurkStat) based on Turkey - Time Use Survey 2014-15,C,"[55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",ALLAREA,1
1258,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Turkey,2015,283,Turkish Statistical Institute (TurkStat) based on Turkey - Time Use Survey 2014-15,C,"[45, 46, 47, 48, 49, 50, 51, 52, 53, 54]",ALLAREA,1
1259,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Turkey,2015,50,Turkish Statistical Institute (TurkStat) based on Turkey - Time Use Survey 2014-15,C,"[45, 46, 47, 48, 49, 50, 51, 52, 53, 54]",ALLAREA,0
1260,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Turkey,2015,35,Turkish Statistical Institute (TurkStat) based on Turkey - Time Use Survey 2014-15,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",ALLAREA,0
1261,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Turkey,2015,262,Turkish Statistical Institute (TurkStat) based on Turkey - Time Use Survey 2014-15,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",ALLAREA,1
1262,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Turkey,2015,30,Turkish Statistical Institute (TurkStat) based on Turkey - Time Use Survey 2014-15,C,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",ALLAREA,0
1263,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Turkey,2015,158,Turkish Statistical Institute (TurkStat) based on Turkey - Time Use Survey 2014-15,C,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",ALLAREA,1
1264,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Turkey,2015,181,Turkish Statistical Institute (TurkStat) based on Turkey - Time Use Survey 2014-15,C,65+,ALLAREA,1
1265,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",North Macedonia,2015,279,"Calculated by UNSD based on available country data from the Time use survey, 2014/2015 to apply ICATUS.",CA,"[45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",ALLAREA,1
1266,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",North Macedonia,2015,59,"Calculated by UNSD based on available country data from the Time use survey, 2014/2015 to apply ICATUS.",CA,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",ALLAREA,0
1267,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",North Macedonia,2015,105,"Calculated by UNSD based on available country data from the Time use survey, 2014/2015 to apply ICATUS.",CA,"[45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",ALLAREA,0
1268,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",North Macedonia,2015,68,"Calculated by UNSD based on available country data from the Time use survey, 2014/2015 to apply ICATUS.",CA,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",ALLAREA,1
1269,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",North Macedonia,2015,113,"Calculated by UNSD based on available country data from the Time use survey, 2014/2015 to apply ICATUS.",CA,65+,ALLAREA,0
1270,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",North Macedonia,2015,176,"Calculated by UNSD based on available country data from the Time use survey, 2014/2015 to apply ICATUS.",CA,10+,URBAN,1
1271,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",North Macedonia,2015,220,"Calculated by UNSD based on available country data from the Time use survey, 2014/2015 to apply ICATUS.",CA,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",ALLAREA,1
1272,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",North Macedonia,2015,70,"Calculated by UNSD based on available country data from the Time use survey, 2014/2015 to apply ICATUS.",CA,10+,ALLAREA,0
1273,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",North Macedonia,2015,10,"Calculated by UNSD based on available country data from the Time use survey, 2014/2015 to apply ICATUS.",CA,"[10, 11, 12, 13, 14]",ALLAREA,0
1274,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",North Macedonia,2015,21,"Calculated by UNSD based on available country data from the Time use survey, 2014/2015 to apply ICATUS.",CA,"[10, 11, 12, 13, 14]",ALLAREA,1
1275,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",North Macedonia,2015,23,"Calculated by UNSD based on available country data from the Time use survey, 2014/2015 to apply ICATUS.",CA,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",ALLAREA,0
1276,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",North Macedonia,2015,206,"Calculated by UNSD based on available country data from the Time use survey, 2014/2015 to apply ICATUS.",CA,65+,ALLAREA,1
1277,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",North Macedonia,2015,200,"Calculated by UNSD based on available country data from the Time use survey, 2014/2015 to apply ICATUS.",CA,10+,ALLAREA,1
1278,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",North Macedonia,2015,77,"Calculated by UNSD based on available country data from the Time use survey, 2014/2015 to apply ICATUS.",CA,10+,RURAL,0
1279,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",North Macedonia,2015,234,"Calculated by UNSD based on available country data from the Time use survey, 2014/2015 to apply ICATUS.",CA,10+,RURAL,1
1280,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",North Macedonia,2015,63,"Calculated by UNSD based on available country data from the Time use survey, 2014/2015 to apply ICATUS.",CA,10+,URBAN,0
1281,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Egypt,2015,271,Calculated by UNSD based on available country data from the Time use survey in Egypt  to apply ICATUS.,CA,10+,ALLAREA,1
1282,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Egypt,2015,27,Calculated by UNSD based on available country data from the Time use survey in Egypt  to apply ICATUS.,CA,10+,ALLAREA,0
1283,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",United Kingdom of Great Britain and Northern Ireland,2015,184,"Office for National Statistics based on United Kingdom Time Use Survey, 2014-2015",C,65+,ALLAREA,1
1284,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",United Kingdom of Great Britain and Northern Ireland,2015,131,"Office for National Statistics based on United Kingdom Time Use Survey, 2014-2015",C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",ALLAREA,1
1285,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",United Kingdom of Great Britain and Northern Ireland,2015,63,"Office for National Statistics based on United Kingdom Time Use Survey, 2014-2015",C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",ALLAREA,0
1286,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",United Kingdom of Great Britain and Northern Ireland,2015,138,"Office for National Statistics based on United Kingdom Time Use Survey, 2014-2015",C,65+,ALLAREA,0
1287,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",United Kingdom of Great Britain and Northern Ireland,2015,82,"Office for National Statistics based on United Kingdom Time Use Survey, 2014-2015",C,"[45, 46, 47, 48, 49, 50, 51, 52, 53, 54]",ALLAREA,0
1288,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",United Kingdom of Great Britain and Northern Ireland,2015,149,"Office for National Statistics based on United Kingdom Time Use Survey, 2014-2015",C,"[45, 46, 47, 48, 49, 50, 51, 52, 53, 54]",ALLAREA,1
1289,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",United Kingdom of Great Britain and Northern Ireland,2015,141,"Office for National Statistics based on United Kingdom Time Use Survey, 2014-2015",C,15+,ALLAREA,1
1290,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",United Kingdom of Great Britain and Northern Ireland,2015,58,"Office for National Statistics based on United Kingdom Time Use Survey, 2014-2015",C,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",ALLAREA,1
1291,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",United Kingdom of Great Britain and Northern Ireland,2015,99,"Office for National Statistics based on United Kingdom Time Use Survey, 2014-2015",C,"[55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",ALLAREA,0
1292,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",United Kingdom of Great Britain and Northern Ireland,2015,163,"Office for National Statistics based on United Kingdom Time Use Survey, 2014-2015",C,"[55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",ALLAREA,1
1293,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",United Kingdom of Great Britain and Northern Ireland,2015,82,"Office for National Statistics based on United Kingdom Time Use Survey, 2014-2015",C,15+,ALLAREA,0
1294,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",United Kingdom of Great Britain and Northern Ireland,2015,32,"Office for National Statistics based on United Kingdom Time Use Survey, 2014-2015",C,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",ALLAREA,0
1295,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",United Republic of Tanzania,2014,196,Calculated by UNSD based on available country data from the Integrated Labour Force Survey - Time Use Survey Module to apply ICATUS.,CA,5+,ALLAREA,1
1296,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",United Republic of Tanzania,2014,52,Calculated by UNSD based on available country data from the Integrated Labour Force Survey - Time Use Survey Module to apply ICATUS.,CA,5+,ALLAREA,0
1297,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",United States of America,2017,100,US Bureau of Labor Statistics based on American Time Use Survey 2017,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34]",ALLAREA,0
1298,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",United States of America,2017,168,US Bureau of Labor Statistics based on American Time Use Survey 2017,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34]",ALLAREA,1
1299,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",United States of America,2017,122,US Bureau of Labor Statistics based on American Time Use Survey 2017,C,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",ALLAREA,1
1300,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",United States of America,2017,65,US Bureau of Labor Statistics based on American Time Use Survey 2017,C,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",ALLAREA,0
